Index,1_WD_COS,1_WD_SIN,1_NO,1_NH3,1_SO2,1_FOR,1_NO2,1_BEN,1_TOL,1_pXY,1_mXY,1_123TMB,1_oXY,1_ETB,1_STY,1_CO2,1_CH4,1_H2S,1_CO,1_WS,1_TEMP,1_ATP,1_SR,1_o3ppb,8hro3ppb
133,-0.723,0.691,10.700,8.500,10.500,9.800,30.600,4.800,12.100,2.600,4.800,1.500,5.200,34.700,11.900,900.700,1.500,1.800,0.500,5.800,17.800,101.600,355.100,26.670,18.398
134,-0.784,0.621,13.400,7.200,6.000,6.500,18.800,2.900,17.300,1.300,3.900,3.400,7.400,29.500,1.700,875.500,1.400,1.700,0.300,6.600,18.500,101.600,402.900,25.350,20.619
135,-0.903,0.431,11.200,7.600,3.700,5.300,18.100,3.200,20.000,0.900,4.300,2.900,6.900,17.400,4.300,808.300,1.300,1.000,0.300,6.500,19.800,101.500,558.600,27.430,22.990
136,-0.929,0.370,7.100,8.200,7.800,6.000,17.700,2.900,13.200,0.900,5.200,2.900,4.800,11.300,7.700,753.400,1.400,1.100,0.300,6.400,20.400,101.400,367.500,26.460,24.615
137,-0.949,0.316,7.800,4.000,35.600,6.600,27.300,3.500,10.200,0.900,2.600,2.500,6.100,7.400,6.000,783.400,1.400,1.300,0.300,6.400,21.400,101.300,215.200,27.080,25.949
138,-0.951,0.309,5.500,3.700,20.400,9.000,32.700,3.200,14.300,1.300,3.900,2.500,8.200,22.600,6.400,876.200,1.400,1.300,0.300,6.400,21.800,101.300,141.300,26.420,26.168
139,-0.919,0.394,4.300,4.500,11.800,8.200,45.300,4.200,30.100,2.600,7.800,3.900,9.500,9.500,8.500,1058.200,1.400,1.000,0.600,5.400,21.600,101.400,37.600,23.100,25.295
140,-0.880,0.476,7.800,8.200,30.300,8.300,64.700,4.500,45.900,3.500,9.500,3.400,11.700,15.600,11.900,856.600,1.400,1.100,0.700,3.900,21.000,101.400,8.900,17.330,24.980
141,-0.806,0.592,5.200,9.000,28.800,8.800,64.500,5.400,62.500,4.800,10.400,1.000,13.900,27.800,14.900,963.500,1.600,1.500,0.800,3.800,20.200,101.400,1.500,16.730,23.738
142,-0.854,0.521,10.200,11.000,9.700,3.900,71.600,5.400,70.400,5.200,11.700,2.900,14.300,21.300,10.600,975.700,1.600,1.500,0.800,3.600,19.400,101.500,1.500,10.180,21.841
143,-0.855,0.518,7.800,14.200,13.600,3.100,70.700,4.800,99.400,6.500,14.300,0.500,18.700,22.600,13.600,1046.000,1.600,1.700,0.800,3.500,18.600,101.500,1.500,9.010,19.539
144,-0.842,0.539,9.400,12.400,5.200,4.400,69.600,5.400,76.500,5.600,11.700,2.500,14.800,23.000,6.400,1023.000,1.500,1.900,0.800,3.500,18.000,101.500,1.500,4.870,16.840
145,-0.895,0.446,11.500,8.500,5.800,7.500,67.900,4.800,29.400,4.800,6.900,3.400,9.100,9.500,6.800,930.000,2.000,1.800,0.700,3.400,17.400,101.600,1.500,5.250,14.111
146,-0.967,0.255,20.500,9.500,6.300,2.300,71.800,3.200,16.900,4.300,6.500,4.400,8.700,14.300,6.000,745.500,2.300,2.200,0.800,2.500,16.900,101.600,1.500,1.730,11.025
147,-0.928,0.371,27.600,12.200,6.000,3.400,69.000,3.800,31.300,5.200,6.100,6.400,8.200,13.000,6.000,867.400,2.200,1.800,0.800,1.600,16.400,101.600,1.500,1.180,8.285
148,-0.429,-0.903,32.000,9.400,21.700,5.300,64.300,4.500,28.200,3.900,4.300,6.400,6.900,10.400,13.600,1012.000,1.800,2.400,0.800,0.900,15.800,101.600,1.500,1.820,6.346
149,-0.987,0.162,40.100,13.500,26.400,1.800,57.700,4.500,33.100,5.200,6.500,6.400,8.200,10.800,18.700,965.800,1.400,4.300,0.900,0.500,15.400,101.600,1.500,2.610,4.581
150,-0.987,-0.158,205.200,11.700,22.800,3.400,63.600,8.600,44.400,8.200,11.300,4.900,13.500,17.800,16.600,977.000,1.500,5.600,1.900,0.700,15.100,101.600,1.500,3.780,3.781
151,-0.992,-0.125,63.500,13.900,9.900,2.800,60.500,6.400,36.500,6.500,6.900,3.900,7.400,20.800,9.400,867.400,1.500,5.100,1.000,1.100,15.300,101.600,1.500,2.020,2.908
152,0.170,-0.985,42.100,17.200,4.400,2.600,59.200,5.400,33.100,6.100,4.800,4.400,5.600,27.300,6.400,959.500,1.600,3.900,0.800,1.000,14.800,101.600,1.500,1.620,2.501
153,0.688,-0.725,13.700,14.900,4.400,6.500,41.400,4.800,9.000,4.300,2.600,5.400,5.200,20.800,6.800,972.800,1.600,3.800,0.500,2.300,13.900,101.700,1.500,2.980,2.218
154,0.710,-0.705,18.800,8.000,6.500,6.100,38.500,5.400,21.100,4.800,3.900,4.400,5.600,19.500,8.500,933.400,1.600,2.500,0.500,2.200,13.000,101.700,9.200,2.390,2.300
155,0.760,-0.649,23.200,7.500,7.300,8.000,41.000,4.800,7.500,4.800,4.800,2.500,6.900,19.500,5.500,911.300,1.500,2.500,0.600,2.500,13.000,101.800,81.400,4.190,2.676
156,0.767,-0.641,23.300,7.200,8.400,8.100,38.700,4.500,1.900,3.500,3.900,2.900,5.600,17.400,5.500,869.200,1.500,2.500,0.600,2.300,13.400,101.800,207.400,7.070,3.333
157,0.676,-0.737,27.200,6.000,12.300,8.200,37.000,4.200,5.600,2.600,2.600,4.400,5.600,8.200,8.500,924.600,1.400,2.600,0.600,2.700,14.500,101.800,354.100,10.960,4.376
158,0.592,-0.806,13.900,6.900,16.200,7.000,30.500,3.500,7.500,1.300,3.000,4.400,5.200,6.100,10.200,832.400,1.500,2.400,0.500,3.000,15.500,101.800,466.900,16.940,6.021
159,0.734,-0.679,15.000,3.800,19.600,7.200,28.600,4.200,7.200,1.300,2.600,2.900,3.900,0.400,11.100,933.300,1.600,1.800,0.500,2.900,16.500,101.700,524.700,20.610,8.345
160,0.730,-0.683,8.700,3.500,45.000,7.400,29.300,4.500,7.900,0.900,2.600,1.500,4.300,0.400,13.600,914.200,1.500,1.900,0.500,2.900,17.400,101.600,514.600,25.750,11.361
161,0.779,-0.627,20.600,2.800,180.200,7.100,46.100,3.500,13.900,0.400,3.500,12.800,4.300,0.400,34.500,1008.200,1.500,2.400,0.500,2.900,18.100,101.600,452.800,22.190,13.763
162,0.819,-0.574,17.500,3.600,219.000,5.800,55.100,3.200,15.400,1.300,4.800,17.700,7.400,1.700,43.800,1005.000,1.500,3.100,0.500,2.500,18.700,101.500,334.500,19.910,15.953
163,0.893,-0.451,15.600,1.400,107.000,7.100,55.500,2.900,13.900,1.700,5.600,12.300,7.800,3.900,26.800,969.200,1.500,3.300,0.500,2.400,18.600,101.500,158.100,17.870,17.663
164,0.828,-0.561,22.700,2.600,107.800,7.500,64.500,2.600,15.100,2.600,4.800,6.400,7.400,14.800,0.400,1014.500,1.500,3.300,0.600,2.900,18.200,101.600,32.700,13.450,18.460
165,-0.903,-0.431,145.100,3.100,28.500,8.000,90.300,6.700,29.000,8.200,11.700,3.900,10.800,58.100,8.100,931.800,1.300,5.100,1.600,0.600,12.800,102.400,404.000,8.170,18.111
166,0.751,-0.660,85.000,2.500,32.700,8.800,104.500,7.000,12.400,10.800,11.700,5.400,10.800,149.700,5.500,966.000,1.200,4.300,1.400,1.100,15.000,102.400,531.300,13.930,17.735
167,0.956,-0.292,40.500,0.900,35.300,5.000,88.200,4.800,18.500,5.200,9.100,2.900,9.100,37.300,8.100,964.700,1.200,4.700,1.000,2.600,15.400,102.300,479.000,17.240,17.314
168,0.928,0.371,28.300,5.100,32.200,5.800,69.000,1.600,10.200,5.600,6.900,9.800,6.900,31.200,6.400,861.700,1.100,2.900,0.700,2.700,15.300,102.200,208.000,16.320,16.135
169,0.837,0.548,22.000,2.100,87.900,1.100,82.400,3.800,15.800,2.600,7.400,11.800,5.600,5.200,5.100,1063.500,1.300,1.500,0.700,2.900,15.000,102.200,149.900,16.840,15.466
170,0.627,0.779,18.400,3.100,80.300,2.300,87.800,4.500,14.700,3.000,6.900,11.800,6.100,12.200,8.500,1014.900,1.300,1.300,0.700,2.200,14.900,102.200,59.600,17.710,15.191
171,0.125,0.992,17.800,2.600,32.200,2.700,89.900,3.500,12.100,4.800,6.100,5.900,6.500,24.700,5.500,954.100,1.400,1.300,0.800,1.900,14.500,102.200,15.600,14.810,14.809
172,-0.146,0.989,20.500,2.400,22.200,2.600,108.300,4.500,24.100,6.900,8.700,9.300,6.900,33.400,7.200,1068.700,1.300,1.300,0.900,2.000,14.100,102.200,1.500,6.670,13.961
173,-0.144,0.990,41.100,1.700,11.500,3.600,113.200,3.500,30.900,6.500,9.100,7.900,8.200,27.800,3.800,1028.200,1.400,1.300,1.100,1.400,14.100,102.200,1.400,2.680,13.275
174,-0.220,0.976,28.700,2.200,10.200,2.600,107.400,4.800,33.100,8.200,13.000,7.400,9.500,23.000,4.700,884.900,1.400,1.400,1.100,1.700,14.100,102.300,1.400,3.990,12.033
175,-0.122,0.993,37.300,3.200,8.400,3.100,106.000,4.800,35.800,7.800,10.400,4.900,8.200,35.100,6.000,854.800,1.300,1.400,1.000,2.100,13.700,102.300,1.400,2.480,10.188
176,0.137,0.991,9.000,6.100,4.700,3.300,79.200,3.800,13.200,5.200,7.400,5.900,5.200,29.500,6.800,1053.000,1.200,1.300,0.800,2.900,12.900,102.200,1.400,9.500,9.335
177,0.355,0.935,22.700,8.000,6.000,3.400,89.500,3.500,20.700,6.100,6.900,5.400,6.500,31.200,4.700,1098.900,1.300,0.700,0.900,1.400,12.800,102.200,1.400,5.720,7.945
178,0.838,0.546,43.300,14.000,6.000,3.200,100.800,4.200,32.800,6.500,9.500,6.400,9.100,29.100,4.700,1075.900,1.300,1.100,1.300,1.100,12.300,102.200,1.400,2.660,6.064
179,-0.003,1.000,19.900,9.000,5.200,4.400,86.900,3.500,19.600,5.200,6.500,6.400,7.800,26.000,4.700,1045.300,1.300,1.900,0.900,1.200,12.600,102.200,1.400,6.920,5.078
180,0.301,-0.954,26.500,13.300,3.100,2.900,85.200,4.500,17.300,6.500,6.900,4.900,6.500,33.400,4.700,1205.400,1.200,2.200,0.900,0.900,12.500,102.200,1.400,3.530,4.685
181,0.661,-0.750,38.900,14.900,3.100,2.700,91.200,5.100,33.100,7.400,9.100,3.400,6.900,33.000,3.400,861.100,1.400,3.300,1.100,1.300,12.500,102.200,1.400,2.270,4.634
182,-0.969,0.247,41.600,14.700,5.800,3.100,67.700,3.500,21.800,6.500,7.400,6.900,6.900,49.900,7.700,1172.100,1.300,3.600,1.100,3.100,12.000,102.300,1.400,11.920,5.625
183,-0.368,0.930,9.400,6.100,4.400,3.400,46.600,2.200,4.500,4.800,3.500,3.400,3.000,43.400,6.800,1269.800,1.200,2.200,0.500,2.600,11.300,102.100,1.400,20.450,7.871
184,-0.085,-0.996,12.600,9.500,7.300,1.200,82.500,1.600,2.300,4.300,2.600,5.900,3.500,29.100,5.500,1031.300,1.300,1.700,0.500,1.500,10.400,102.300,1.400,4.800,7.284
185,0.993,-0.122,63.500,7.200,8.400,2.200,93.300,4.200,22.600,6.100,8.700,5.400,6.900,28.600,4.300,1112.000,1.400,2.200,0.800,1.800,10.900,102.300,2.600,2.840,6.924
186,0.940,-0.342,116.600,6.400,12.600,3.100,92.100,7.300,46.700,8.700,16.900,11.300,13.000,15.600,6.400,1078.400,1.400,3.900,1.600,0.700,11.500,102.300,21.000,4.140,7.109
187,0.842,0.540,150.300,5.400,33.000,4.700,91.200,8.000,48.600,10.000,18.200,7.900,13.000,10.000,8.100,1016.700,1.400,6.400,1.900,1.400,12.200,102.300,101.700,5.990,6.993
188,0.888,0.460,73.600,3.900,29.300,4.200,87.800,6.100,33.900,8.200,14.300,6.900,11.300,37.300,6.400,948.500,1.400,4.700,1.500,1.500,13.700,102.300,267.700,7.910,7.540
189,0.174,0.985,35.900,5.800,6.800,6.500,67.500,3.800,11.300,3.900,8.200,3.900,6.900,14.300,4.700,1050.300,1.300,3.100,0.900,2.200,15.100,102.300,368.500,14.240,9.036
190,0.316,0.949,22.800,3.300,8.600,10.200,53.000,3.800,13.900,4.300,5.600,4.400,7.400,52.100,4.300,1010.900,1.300,2.200,0.600,2.800,16.000,102.200,424.900,18.660,9.879
191,0.367,0.930,20.200,1.900,16.200,10.200,42.500,3.200,9.400,1.300,3.900,3.900,6.900,13.900,3.000,982.900,1.400,1.900,0.500,2.600,16.400,102.100,500.400,24.450,10.379
192,-0.144,0.990,14.600,1.000,24.600,8.500,38.200,4.500,8.300,1.300,3.900,2.000,4.800,14.800,8.500,982.500,1.300,1.800,0.500,3.000,16.300,102.000,406.900,26.630,13.108
193,0.016,1.000,8.100,1.300,34.000,9.900,39.500,5.100,9.400,1.300,3.500,2.900,4.300,18.700,12.300,1027.100,1.400,1.700,0.500,3.200,15.700,102.000,197.300,30.500,16.565
194,0.059,0.998,6.600,3.000,26.700,10.400,52.300,4.200,8.700,1.700,3.900,2.000,3.900,20.400,8.100,972.800,1.400,1.900,0.500,3.700,15.400,102.000,60.100,29.970,19.794
195,0.158,0.987,5.200,4.100,22.800,11.400,68.300,5.100,10.200,2.600,4.800,4.400,6.100,29.500,6.400,1069.800,1.400,1.800,0.600,3.500,15.200,102.000,28.300,27.070,22.429
196,0.237,0.972,8.200,2.200,10.200,8.800,65.100,3.800,12.100,3.900,5.200,6.400,8.700,36.000,4.700,967.600,1.500,1.700,0.600,2.600,15.000,102.000,1.600,16.780,23.538
197,0.223,0.975,15.300,5.200,8.400,3.600,87.400,3.800,22.200,5.200,6.900,4.900,9.100,26.000,3.800,1064.000,1.400,1.800,0.900,2.100,14.800,102.000,1.400,6.310,22.546
198,0.218,0.976,29.100,4.100,8.900,3.100,95.500,4.800,30.900,5.200,6.900,3.900,8.200,17.800,5.500,1119.800,1.500,2.100,0.900,2.100,14.800,102.000,1.400,2.300,20.501
199,0.477,0.879,13.700,5.900,7.300,2.200,84.200,4.200,13.200,5.200,6.900,5.900,7.800,22.100,8.100,1146.200,1.500,1.900,0.900,1.700,14.600,101.900,1.400,3.570,17.891
200,0.413,0.911,12.900,6.300,7.600,2.300,80.300,4.500,21.500,5.600,7.800,4.900,6.500,18.700,7.200,915.800,1.500,2.100,0.800,1.500,14.600,101.900,1.400,3.910,15.051
201,0.033,0.999,49.700,5.900,8.100,1.700,82.700,5.100,35.400,6.500,11.700,4.900,10.000,16.900,5.500,1052.500,1.600,2.400,1.100,1.400,14.300,101.900,1.400,2.780,11.586
202,-0.859,0.512,90.500,9.200,20.700,2.200,79.500,6.700,42.900,8.200,13.500,6.900,13.500,12.600,8.900,1035.200,1.500,2.900,1.500,0.700,14.300,101.800,1.400,2.590,8.164
203,-0.941,0.339,92.000,7.900,17.000,1.500,78.000,6.100,37.700,7.800,12.600,8.800,10.800,26.500,5.500,1085.800,1.600,3.300,1.400,1.000,13.800,101.800,1.400,2.680,5.115
204,-0.916,0.400,24.500,8.700,13.300,1.600,73.100,4.800,35.000,6.900,7.800,4.400,8.700,20.000,7.700,941.700,1.800,3.300,0.900,1.600,13.900,101.800,1.400,2.290,3.304
205,-0.864,0.503,7.400,8.000,14.900,6.100,50.200,3.800,4.500,4.300,4.800,2.900,5.600,13.500,11.900,990.800,1.800,2.900,0.600,1.800,14.000,101.700,1.400,8.990,3.639
206,-0.928,0.373,3.800,7.700,13.100,4.700,46.300,3.800,3.400,4.800,3.900,3.400,4.800,26.500,9.400,985.900,1.700,2.500,0.500,2.200,13.700,101.700,1.400,8.840,4.456
207,-0.911,0.413,5.600,7.900,14.600,7.400,52.500,3.800,3.800,4.800,3.500,2.000,3.000,38.600,6.400,1076.600,2.200,2.600,0.500,3.000,13.000,101.600,1.400,8.140,5.028
208,-0.766,0.643,6.600,7.700,28.800,9.600,52.300,4.800,7.200,5.600,6.100,4.400,6.500,34.300,10.200,1033.400,1.600,3.200,0.700,4.300,13.500,101.700,1.400,13.860,6.271
209,-0.633,0.774,6.700,7.800,19.600,10.400,53.600,5.700,5.600,5.600,5.600,4.400,6.100,39.500,7.200,1069.900,1.400,3.200,0.700,5.300,12.800,101.700,1.800,11.200,7.324
210,-0.678,0.735,16.200,6.500,9.200,11.300,53.600,5.100,4.500,5.200,6.500,4.400,6.100,30.400,2.100,1031.800,1.400,2.800,0.700,5.100,11.800,101.800,19.700,10.470,8.309
211,-0.443,0.896,39.000,6.400,49.700,6.500,66.600,6.400,20.700,6.100,8.200,3.900,8.200,25.200,2.600,1087.700,1.600,2.600,0.800,4.500,12.300,101.800,105.300,8.300,9.011
212,-0.518,0.855,56.400,4.200,89.200,9.700,75.400,7.000,22.200,5.200,7.800,10.300,8.200,19.100,6.400,1178.200,1.400,3.200,0.800,4.200,13.400,101.800,154.000,8.820,9.828
213,-0.637,0.771,21.600,6.500,9.700,8.800,58.700,5.100,10.900,5.600,8.700,2.900,10.800,45.100,8.500,1241.500,1.400,3.100,0.700,4.000,13.300,101.700,134.100,11.650,10.160
214,-0.545,0.839,22.900,6.300,7.600,7.700,43.800,3.800,13.200,4.300,5.200,0.500,6.900,26.900,6.400,991.200,1.400,2.400,0.600,4.800,14.800,101.600,455.600,17.910,11.294
215,-0.603,0.798,9.100,5.100,13.900,4.700,28.600,3.800,11.700,2.200,3.900,2.500,6.900,20.000,7.200,1060.800,1.400,2.500,0.500,5.600,16.400,101.500,490.500,22.970,13.148
216,-0.688,0.725,13.200,4.700,13.300,5.000,25.900,1.900,14.700,6.100,5.600,5.400,9.100,55.100,5.500,895.300,1.400,1.500,0.500,5.400,16.600,101.400,367.100,23.900,14.403
217,-0.488,0.873,16.100,4.200,11.500,5.300,31.800,2.900,11.300,1.700,4.300,5.400,7.800,23.400,3.800,886.500,1.500,1.500,0.600,6.200,17.300,101.400,366.400,25.290,16.164
218,-0.413,0.911,28.900,1.900,61.700,3.300,70.100,3.500,22.600,3.000,6.500,2.900,9.500,13.500,3.000,1155.500,1.500,1.900,0.700,6.400,16.800,101.300,96.900,11.650,16.311
219,-0.431,0.903,27.300,4.200,88.700,2.100,90.300,4.500,28.600,5.200,9.500,8.400,10.400,23.400,3.400,1059.500,1.500,2.600,0.900,5.400,16.100,101.400,10.200,8.050,16.280
220,0.750,-0.661,5.200,1.700,3.700,4.000,11.500,2.200,6.400,1.300,2.200,3.900,4.800,25.600,4.300,821.900,1.300,1.900,0.200,4.300,19.200,101.400,571.700,30.750,19.021
221,0.745,-0.667,8.300,2.800,2.900,5.200,18.800,1.600,5.600,1.300,3.000,5.900,5.600,26.500,2.100,731.600,1.200,1.500,0.200,4.900,20.000,101.400,501.700,28.780,21.163
222,0.754,-0.657,9.100,1.200,2.600,5.000,21.100,1.900,6.400,0.900,3.500,6.400,6.100,24.700,3.800,839.900,1.300,1.300,0.200,5.100,19.900,101.400,379.400,25.920,22.164
223,0.618,-0.786,2.700,1.500,2.400,6.300,22.600,1.900,5.600,2.200,3.000,4.400,5.200,28.600,4.300,744.800,1.200,1.000,0.200,4.500,19.500,101.500,204.500,25.660,22.500
224,0.836,-0.549,9.400,3.100,2.400,6.100,37.400,2.200,9.400,10.000,3.000,4.900,3.900,16.900,4.700,840.300,1.300,0.800,0.200,3.900,18.600,101.500,46.700,22.540,22.330
225,0.854,-0.521,16.200,2.400,2.400,9.200,46.100,2.200,7.500,2.200,3.500,3.900,5.600,13.900,5.100,819.600,1.200,0.800,0.300,3.300,18.000,101.600,1.600,17.020,21.296
226,0.953,-0.302,17.800,2.600,6.300,5.400,70.300,3.500,6.000,3.900,5.600,5.900,6.100,15.200,6.000,866.500,1.200,1.500,0.500,2.800,17.500,101.600,1.500,7.880,20.825
227,0.984,-0.179,60.300,2.200,6.000,3.300,89.900,4.200,36.500,7.400,12.600,9.800,9.500,28.600,3.400,898.200,1.300,3.300,0.800,1.900,16.600,101.700,1.500,1.730,20.035
228,0.995,-0.099,62.500,3.200,5.500,1.100,94.600,5.100,50.500,8.700,16.500,9.800,15.200,9.100,6.400,1014.000,1.400,4.000,0.900,2.100,16.100,101.700,1.500,2.810,16.543
229,0.981,-0.196,49.300,3.800,6.800,2.800,92.100,4.500,25.600,6.100,8.700,7.400,10.400,21.700,3.400,755.000,1.400,4.000,0.700,2.100,15.600,101.800,1.500,2.110,13.209
230,0.999,0.052,59.700,5.600,9.700,4.700,87.100,3.800,35.800,8.200,10.400,6.400,10.400,38.600,3.400,952.700,1.300,4.000,0.800,1.100,14.900,101.800,1.500,1.320,10.134
231,0.798,-0.603,74.200,7.000,8.400,3.300,82.500,4.500,40.300,8.200,13.500,8.800,10.400,30.800,4.300,945.300,1.300,4.700,1.000,0.400,14.100,101.800,1.500,2.590,7.250
232,-1.000,-0.007,135.500,5.500,9.400,3.200,83.700,7.000,52.400,8.700,17.400,9.800,14.300,3.900,6.800,939.200,1.200,4.900,2.200,0.600,13.900,101.800,1.500,4.000,4.933
233,-0.584,-0.812,308.800,2.300,9.400,6.500,88.700,14.700,79.100,14.800,28.200,12.300,27.300,15.600,5.500,1112.600,1.300,6.500,3.300,1.000,13.000,101.800,1.500,6.030,3.559
234,0.002,-1.000,351.900,2.700,6.800,7.400,82.700,19.200,109.600,19.100,33.800,16.200,43.000,28.600,5.500,1201.100,1.300,7.500,4.100,0.800,12.300,101.800,1.500,7.230,3.478
235,-0.976,-0.218,397.700,13.600,8.100,5.500,72.400,18.200,110.700,18.200,34.300,14.700,39.900,18.700,9.800,1088.600,1.400,7.500,4.200,1.200,11.100,101.800,1.500,7.880,4.246
236,-0.873,-0.488,367.800,14.000,9.400,6.000,73.700,16.000,97.900,15.600,30.800,15.200,40.400,19.500,6.400,1159.900,1.300,7.500,3.700,0.500,10.600,101.800,1.500,7.190,4.794
237,0.402,-0.916,367.100,6.500,7.800,6.100,74.600,16.000,96.000,16.500,29.900,14.200,36.900,28.600,8.100,1228.900,1.400,7.500,3.700,0.400,10.800,101.800,1.500,6.710,5.369
238,0.888,-0.460,355.700,6.300,8.400,7.100,79.000,16.300,95.300,17.400,32.100,14.200,33.400,36.900,7.200,1146.700,1.500,7.500,3.800,0.400,10.900,101.800,13.000,7.490,6.140
239,-0.384,-0.923,331.800,6.300,6.800,7.500,82.000,15.300,89.300,17.400,29.900,12.300,29.900,23.900,8.100,1038.100,1.500,7.500,3.700,0.700,11.600,101.900,108.800,6.100,6.579
240,-0.927,-0.376,373.000,8.100,9.900,8.700,104.000,14.700,77.200,13.500,23.900,4.400,23.000,17.400,8.100,966.300,1.500,7.500,3.500,0.900,13.700,102.000,282.900,6.670,6.913
241,0.919,0.394,103.400,9.700,9.700,10.500,80.500,7.300,26.700,11.300,10.000,3.900,6.900,153.600,6.800,1042.200,1.500,7.500,1.600,1.300,15.900,102.000,419.500,12.310,7.698
242,0.997,0.080,19.700,3.400,20.900,9.700,44.000,4.500,8.300,2.600,4.800,2.000,5.200,22.100,10.200,930.900,1.300,4.600,0.700,1.900,17.200,101.900,534.300,24.860,9.901
243,0.991,0.132,13.600,2.000,19.900,10.200,40.200,4.800,9.400,1.700,2.600,3.400,5.200,31.200,10.600,761.900,1.300,2.800,0.500,1.600,18.300,101.800,587.400,28.600,12.491
244,0.845,0.534,13.200,1.900,7.600,10.100,35.500,4.500,9.000,1.300,5.200,3.400,5.600,32.100,3.000,658.800,1.200,2.100,0.500,1.900,18.900,101.800,579.000,30.200,15.368
245,0.921,0.391,13.700,2.700,3.400,6.300,34.800,5.100,8.300,0.400,4.300,4.400,2.200,14.800,11.100,985.000,1.200,1.500,0.500,2.300,18.900,101.700,512.700,29.480,18.214
246,0.452,0.892,7.500,2.800,4.400,9.600,37.400,5.400,7.900,2.200,3.500,3.650,3.900,28.200,7.700,909.300,1.200,1.300,0.500,2.300,19.000,101.700,385.800,31.830,21.256
247,0.419,0.908,5.000,2.600,3.100,6.000,31.800,4.200,7.200,0.400,3.500,2.900,3.500,3.500,6.400,702.000,1.200,1.300,0.300,2.100,18.700,101.700,218.600,29.170,24.140
248,0.463,0.886,5.200,2.500,3.900,7.200,47.000,3.800,9.000,2.200,4.300,2.900,3.900,14.800,6.800,927.100,1.200,1.300,0.500,2.000,17.700,101.700,42.100,23.220,26.209
249,0.272,0.962,11.800,3.300,4.200,7.400,78.800,4.200,5.300,3.000,5.600,3.900,5.600,4.800,6.400,920.300,1.300,1.300,0.600,1.900,16.900,101.700,1.600,13.280,26.330
250,0.299,0.954,10.100,5.100,3.400,3.100,86.100,5.100,16.900,4.800,6.100,4.400,6.500,6.900,7.200,904.300,1.300,1.400,0.700,1.100,16.500,101.800,1.500,10.150,24.491
251,0.555,0.832,30.900,4.000,3.100,0.600,105.500,5.700,34.300,6.100,8.700,5.400,8.200,7.800,5.500,984.300,1.300,1.500,0.900,0.700,16.400,101.800,1.500,2.710,21.255
252,0.350,0.937,31.800,2.500,2.900,2.500,104.000,6.400,36.900,6.900,10.000,7.900,8.200,11.300,6.400,994.900,1.200,1.700,1.100,0.800,16.000,101.700,1.500,1.180,17.628
253,0.491,0.871,32.400,4.700,3.400,2.200,98.200,6.400,38.400,6.900,10.000,4.400,7.800,8.200,6.400,952.900,1.400,2.100,1.100,0.700,15.900,101.700,1.500,1.080,14.078
254,-0.683,-0.730,126.200,4.800,5.200,5.500,96.100,10.200,54.600,10.800,16.100,4.900,14.800,21.300,6.400,1091.500,1.400,2.400,1.900,0.500,15.400,101.700,1.500,3.390,10.523
255,0.772,0.636,159.500,1.000,5.000,5.400,94.800,11.200,58.800,10.400,19.100,8.400,17.400,7.800,3.800,914.200,1.400,4.200,2.400,0.700,15.600,101.700,1.500,3.690,7.338
256,0.517,0.856,132.200,5.200,3.400,4.400,91.600,8.300,55.000,8.700,16.500,10.800,16.100,10.800,5.100,864.700,1.200,4.400,2.200,0.900,15.500,101.600,1.500,4.230,4.964
257,-0.603,0.798,57.500,6.000,3.100,1.300,90.300,6.100,25.600,5.600,8.700,8.400,9.500,23.400,6.800,956.600,1.300,3.900,1.300,0.900,15.200,101.600,1.500,3.000,3.679
258,-0.999,0.049,202.000,2.600,5.500,2.000,87.800,9.900,57.200,9.100,18.200,9.300,16.900,3.900,7.700,945.300,1.600,4.000,2.400,1.100,13.900,101.600,1.500,4.700,2.998
259,-0.889,-0.459,173.500,6.300,3.900,6.000,78.800,8.600,56.900,10.400,17.400,10.800,16.500,12.200,5.500,904.500,1.600,4.400,2.200,0.500,14.100,101.500,1.500,3.090,3.045
260,0.442,0.897,191.200,7.400,5.000,6.500,85.000,11.200,64.400,12.200,21.300,9.800,20.000,20.000,4.700,908.800,1.800,5.100,2.400,1.600,14.200,101.500,1.500,3.820,3.375
261,0.272,0.962,86.600,9.000,13.600,5.200,105.700,7.000,41.800,7.800,14.800,10.800,13.500,22.100,2.100,960.200,1.400,5.100,1.700,1.700,15.300,101.600,1.500,3.780,3.713
262,-0.271,0.963,85.300,7.800,10.700,2.800,101.700,7.300,38.000,6.900,11.700,7.400,10.000,13.500,5.100,962.200,1.400,4.700,1.600,1.800,15.800,101.600,8.400,3.590,3.738
263,-0.494,0.869,58.700,9.100,38.200,2.800,96.100,7.300,34.300,6.900,9.100,5.900,10.000,26.900,13.200,884.700,1.500,3.900,1.400,3.200,16.300,101.600,72.100,5.030,3.905
264,0.912,-0.410,22.000,4.000,366.500,4.800,74.600,4.500,25.200,3.000,3.900,19.200,10.800,20.400,46.000,912.400,1.600,3.900,0.700,3.300,17.400,101.600,1.500,16.780,5.474
265,0.965,-0.262,39.600,5.600,41.100,4.200,76.500,4.200,23.400,4.800,6.100,4.900,7.800,13.900,14.900,752.500,1.500,5.700,0.700,2.300,16.800,101.600,1.500,3.610,5.550
266,0.773,-0.635,34.100,7.800,18.600,3.700,80.100,3.800,20.700,4.300,5.600,6.900,7.800,12.600,6.000,887.000,1.600,5.400,0.800,1.700,16.400,101.600,1.500,2.620,5.290
